n_trk,rep,n_true_clean,n_true_C,n_active_C,n_false_C,n_true_Q,n_active_Q,n_false_Q,n_true_total,n_false_total,success_prob,t_quantum,se_C,se_Q,fr_C,fr_Q
50,3,200,191,191,0,193,197,4,195,9556,0.0033907814646688857,57.61516547203064,95.5,96.5,0.0,2.030456852791878
50,4,200,191,191,0,195,197,2,195,9556,0.00339078146466914,63.55299520492554,95.5,97.5,0.0,1.015228426395939
50,5,200,196,196,0,198,200,2,198,9702,0.0034644574156685475,62.05843496322632,98.0,99.0,0.0,1.0
50,6,200,194,194,0,196,202,6,196,9605,0.00345705260954312,62.406909465789795,97.0,98.0,0.0,2.9702970297029703
50,7,200,198,198,0,198,200,2,198,9702,0.0034733958073560342,29.61249279975891,99.0,99.0,0.0,1.0
50,8,200,190,190,0,192,192,0,194,9509,0.0033334487114822994,67.24063372612,95.0,96.0,0.0,0.0
50,9,200,192,192,0,196,204,8,196,9604,0.0034659910012304652,52.265270709991455,96.0,98.0,0.0,3.9215686274509802
50,10,200,183,183,0,189,189,0,191,9363,0.003250834368795231,90.38308310508728,91.5,94.5,0.0,0.0
50,11,200,192,192,0,196,196,0,196,9604,0.003394483867731792,27.984235286712646,96.0,98.0,0.0,0.0
50,12,200,195,195,0,197,199,2,197,9654,0.0034428782292312684,89.68213939666748,97.5,98.5,0.0,1.0050251256281406
50,13,200,191,191,0,195,197,2,195,9555,0.003390781464669069,30.013887643814087,95.5,97.5,0.0,1.015228426395939
50,14,200,199,199,0,199,201,2,199,9751,0.0034949749937934565,29.20260739326477,99.5,99.5,0.0,0.9950248756218906
50,15,200,200,200,0,200,202,2,200,9800,0.003516554180230806,132.1385498046875,100.0,100.0,0.0,0.9900990099009901
50,16,200,200,200,0,200,202,2,200,9800,0.003516554180230814,31.264816761016846,100.0,100.0,0.0,0.9900990099009901
50,17,200,191,191,0,191,193,2,195,9555,0.003355027897919735,118.81058835983276,95.5,95.5,0.0,1.0362694300518134
50,18,200,195,195,0,195,199,4,197,9653,0.0034428782292311895,65.89518594741821,97.5,97.5,0.0,2.0100502512562812
50,19,200,192,192,0,194,194,0,196,9605,0.003376607084357122,28.82351016998291,96.0,97.0,0.0,0.0
75,0,300,296,296,0,296,300,4,296,21904,0.002598726458135429,201.15693402290344,98.66666666666667,98.66666666666667,0.0,1.3333333333333333
75,1,300,286,286,0,292,294,2,292,21611,0.002533222106042343,333.66483521461487,95.33333333333333,97.33333333333333,0.0,0.6802721088435374
75,2,300,293,293,0,293,299,6,295,21830,0.0025834676690728803,194.98839259147644,97.66666666666667,97.66666666666667,0.0,2.0066889632107023
75,3,300,291,291,0,295,301,6,295,21830,0.002587936864916721,49.571922063827515,97.0,98.33333333333333,0.0,1.9933554817275747
75,4,300,281,281,0,289,289,0,289,21392,0.0024874457388555284,49.754276514053345,93.66666666666667,96.33333333333333,0.0,0.0
