event,n_tracks,sigma_scatt,sigma_res,phi_max,epsilon,wall_time_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency,n_candidates,n_reconstructible,sigma_scatt_mrad
5,100,0.0008,0.0,0.02,0.0033941788403088,65.33,0.05,0.1666666666666666,0.0,1.0,1.0,6,100,0.8
6,100,0.0008,0.0,0.02,0.0033941788403088,65.02,0.22,0.0434782608695652,0.0,1.0,1.0,23,100,0.8
7,100,0.0008,0.0,0.02,0.0033941788403088,64.87,0.07,0.125,0.0,1.0,0.9714285714285714,8,100,0.8
8,100,0.0008,0.0,0.02,0.0033941788403088,65.18,0.64,0.044776119402985,0.0,1.0,1.0,67,100,0.8
9,100,0.0008,0.0,0.02,0.0033941788403088,64.82,0.58,0.0333333333333333,0.0,1.0,1.0,60,100,0.8
10,100,0.0008,0.0,0.02,0.0033941788403088,64.66,0.24,0.0769230769230769,0.0,1.0,1.0,26,100,0.8
11,100,0.0008,0.0,0.02,0.0033941788403088,64.65,0.14,0.0666666666666666,0.0,1.0,1.0,15,100,0.8
12,100,0.0008,0.0,0.02,0.0033941788403088,67.11,0.0,1.0,0.0,0.0,0.0,1,100,0.8
13,100,0.0008,0.0,0.02,0.0033941788403088,64.62,0.06,0.1428571428571428,0.0,1.0,1.0,7,100,0.8
14,100,0.0008,0.0,0.02,0.0033941788403088,64.96,0.0,1.0,0.0,0.0,0.0,1,100,0.8
15,100,0.0008,0.0,0.02,0.0033941788403088,64.83,0.0,1.0,0.0,0.0,0.0,1,100,0.8
16,100,0.0008,0.0,0.02,0.0033941788403088,66.24,0.0,1.0,0.0,0.0,0.0,1,100,0.8
17,100,0.0008,0.0,0.02,0.0033941788403088,64.9,0.04,0.2,0.0,1.0,1.0,5,100,0.8
18,100,0.0008,0.0,0.02,0.0033941788403088,66.35,0.0,1.0,0.0,0.0,0.0,1,100,0.8
19,100,0.0008,0.0,0.02,0.0033941788403088,65.17,0.0,1.0,0.0,0.0,0.0,1,100,0.8
0,10,0.001,0.0,0.02,0.0042426937197964,0.05,1.0,0.0,0.0,1.0,1.0,10,10,1.0
1,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
2,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
3,10,0.001,0.0,0.02,0.0042426937197964,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10,1.0
4,10,0.001,0.0,0.02,0.0042426937197964,0.04,0.6,0.25,0.0,1.0,1.0,8,10,1.0
5,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
6,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
7,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
8,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
9,10,0.001,0.0,0.02,0.0042426937197964,0.04,0.0,1.0,0.0,0.0,0.0,2,10,1.0
10,10,0.001,0.0,0.02,0.0042426937197964,0.04,0.6,0.1428571428571428,0.0,1.0,1.0,7,10,1.0
11,10,0.001,0.0,0.02,0.0042426937197964,0.04,0.6,0.1428571428571428,0.0,1.0,1.0,7,10,1.0
12,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
13,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
14,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
15,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
16,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
17,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
18,10,0.001,0.0,0.02,0.0042426937197964,0.04,1.0,0.0,0.0,1.0,1.0,10,10,1.0
19,10,0.001,0.0,0.02,0.0042426937197964,0.04,0.6,0.25,0.0,1.0,1.0,8,10,1.0
0,20,0.001,0.0,0.02,0.0042426937197964,0.31,0.7,0.0666666666666666,0.0,1.0,1.0,15,20,1.0
1,20,0.001,0.0,0.02,0.0042426937197964,0.31,0.0,1.0,0.0,0.0,0.0,1,20,1.0
2,20,0.001,0.0,0.02,0.0042426937197964,0.3,0.7,0.1764705882352941,0.0,1.0,1.0,17,20,1.0
3,20,0.001,0.0,0.02,0.0042426937197964,0.3,0.7,0.125,0.0,1.0,1.0,16,20,1.0
4,20,0.001,0.0,0.02,0.0042426937197964,0.32,1.0,0.0,0.0,1.0,1.0,20,20,1.0
5,20,0.001,0.0,0.02,0.0042426937197964,0.31,0.7,0.1764705882352941,0.0,1.0,1.0,17,20,1.0
6,20,0.001,0.0,0.02,0.0042426937197964,0.31,1.0,0.0,0.0,1.0,1.0,20,20,1.0
7,20,0.001,0.0,0.02,0.0042426937197964,0.31,1.0,0.0,0.0,1.0,1.0,20,20,1.0
8,20,0.001,0.0,0.02,0.0042426937197964,0.31,0.0,1.0,0.0,0.0,0.0,2,20,1.0
9,20,0.001,0.0,0.02,0.0042426937197964,0.31,0.75,0.1176470588235294,0.0,1.0,1.0,17,20,1.0
10,20,0.001,0.0,0.02,0.0042426937197964,0.31,0.0,1.0,0.0,0.0,0.0,2,20,1.0
11,20,0.001,0.0,0.02,0.0042426937197964,0.31,1.0,0.0,0.0,1.0,1.0,20,20,1.0
12,20,0.001,0.0,0.02,0.0042426937197964,0.31,0.8,0.1111111111111111,0.0,1.0,1.0,18,20,1.0
13,20,0.001,0.0,0.02,0.0042426937197964,0.31,0.3,0.3333333333333333,0.0,0.9722222222222224,1.0,9,20,1.0
14,20,0.001,0.0,0.02,0.0042426937197964,0.32,0.65,0.1333333333333333,0.0,1.0,1.0,15,20,1.0
15,20,0.001,0.0,0.02,0.0042426937197964,0.33,0.35,0.2222222222222222,0.0,0.9591836734693878,1.0,9,20,1.0
16,20,0.001,0.0,0.02,0.0042426937197964,0.31,0.7,0.125,0.0,1.0,1.0,16,20,1.0
17,20,0.001,0.0,0.02,0.0042426937197964,0.31,1.0,0.0,0.0,1.0,1.0,20,20,1.0
18,20,0.001,0.0,0.02,0.0042426937197964,0.31,0.9,0.0526315789473684,0.0,1.0,1.0,19,20,1.0
19,20,0.001,0.0,0.02,0.0042426937197964,0.31,0.8,0.0588235294117647,0.0,1.0,1.0,17,20,1.0
0,50,0.001,0.0,0.02,0.0042426937197964,5.61,0.64,0.0857142857142857,0.0,1.0,1.0,35,50,1.0
1,50,0.001,0.0,0.02,0.0042426937197964,4.85,0.5,0.0384615384615384,0.0,1.0,1.0,26,50,1.0
2,50,0.001,0.0,0.02,0.0042426937197964,5.91,0.64,0.0303030303030303,0.0,1.0,1.0,33,50,1.0
3,50,0.001,0.0,0.02,0.0042426937197964,5.0,0.68,0.0555555555555555,0.0,1.0,1.0,36,50,1.0
4,50,0.001,0.0,0.02,0.0042426937197964,5.07,0.78,0.0714285714285714,0.0,1.0,1.0,42,50,1.0
5,50,0.001,0.0,0.02,0.0042426937197964,4.66,0.06,0.4,0.0,1.0,1.0,5,50,1.0
6,50,0.001,0.0,0.02,0.0042426937197964,5.41,0.2,0.0909090909090909,0.0,1.0,1.0,11,50,1.0
7,50,0.001,0.0,0.02,0.0042426937197964,6.76,0.52,0.1034482758620689,0.0,1.0,1.0,29,50,1.0
8,50,0.001,0.0,0.02,0.0042426937197964,6.71,0.48,0.2,0.0,1.0,1.0,30,50,1.0
9,50,0.001,0.0,0.02,0.0042426937197964,6.68,0.74,0.075,0.0,1.0,1.0,40,50,1.0
10,50,0.001,0.0,0.02,0.0042426937197964,6.61,0.72,0.1,0.0,1.0,1.0,40,50,1.0
11,50,0.001,0.0,0.02,0.0042426937197964,6.74,0.66,0.0294117647058823,0.0,1.0,1.0,34,50,1.0
12,50,0.001,0.0,0.02,0.0042426937197964,6.71,0.3,0.0625,0.0,1.0,1.0,16,50,1.0
13,50,0.001,0.0,0.02,0.0042426937197964,6.73,0.22,0.0833333333333333,0.0,1.0,1.0,12,50,1.0
14,50,0.001,0.0,0.02,0.0042426937197964,6.67,0.84,0.0454545454545454,0.0,1.0,1.0,44,50,1.0
15,50,0.001,0.0,0.02,0.0042426937197964,5.95,0.36,0.1,0.0,1.0,1.0,20,50,1.0
16,50,0.001,0.0,0.02,0.0042426937197964,5.29,0.6,0.1428571428571428,0.0,1.0,1.0,35,50,1.0
17,50,0.001,0.0,0.02,0.0042426937197964,4.87,0.42,0.0454545454545454,0.0,1.0,1.0,22,50,1.0
18,50,0.001,0.0,0.02,0.0042426937197964,5.29,0.78,0.048780487804878,0.0,1.0,1.0,41,50,1.0
19,50,0.001,0.0,0.02,0.0042426937197964,6.73,0.14,0.125,0.0,1.0,1.0,8,50,1.0
0,100,0.001,0.0,0.02,0.0042426937197964,53.68,0.02,0.3333333333333333,0.0,1.0,1.0,3,100,1.0
1,100,0.001,0.0,0.02,0.0042426937197964,53.58,0.42,0.0454545454545454,0.0,1.0,1.0,44,100,1.0
2,100,0.001,0.0,0.02,0.0042426937197964,54.07,0.0,1.0,0.0,0.0,0.0,1,100,1.0
3,100,0.001,0.0,0.02,0.0042426937197964,53.73,0.08,0.1111111111111111,0.0,1.0,1.0,9,100,1.0
4,100,0.001,0.0,0.02,0.0042426937197964,71.95,0.0,1.0,0.0,0.0,0.0,1,100,1.0
5,100,0.001,0.0,0.02,0.0042426937197964,54.41,0.0,1.0,0.0,0.0,0.0,1,100,1.0
6,100,0.001,0.0,0.02,0.0042426937197964,54.3,0.02,0.3333333333333333,0.0,1.0,1.0,3,100,1.0
7,100,0.001,0.0,0.02,0.0042426937197964,56.95,0.0,1.0,0.0,0.0,0.0,1,100,1.0
8,100,0.001,0.0,0.02,0.0042426937197964,53.93,0.25,0.0384615384615384,0.0,1.0,1.0,26,100,1.0
9,100,0.001,0.0,0.02,0.0042426937197964,54.68,0.0,1.0,0.0,0.0,0.0,1,100,1.0
10,100,0.001,0.0,0.02,0.0042426937197964,54.14,0.1,0.0909090909090909,0.0,1.0,1.0,11,100,1.0
11,100,0.001,0.0,0.02,0.0042426937197964,56.91,0.0,1.0,0.0,0.0,0.0,1,100,1.0
12,100,0.001,0.0,0.02,0.0042426937197964,54.0,0.09,0.1,0.0,1.0,1.0,10,100,1.0
13,100,0.001,0.0,0.02,0.0042426937197964,57.23,0.0,1.0,0.0,0.0,0.0,1,100,1.0
14,100,0.001,0.0,0.02,0.0042426937197964,54.02,0.4,0.0476190476190476,0.0,1.0,1.0,42,100,1.0
15,100,0.001,0.0,0.02,0.0042426937197964,56.8,0.0,1.0,0.0,0.0,0.0,1,100,1.0
16,100,0.001,0.0,0.02,0.0042426937197964,54.97,0.0,1.0,0.0,0.0,0.0,1,100,1.0
17,100,0.001,0.0,0.02,0.0042426937197964,54.4,0.01,0.5,0.0,1.0,1.0,2,100,1.0
18,100,0.001,0.0,0.02,0.0042426937197964,54.43,0.0,1.0,0.0,0.0,0.0,1,100,1.0
19,100,0.001,0.0,0.02,0.0042426937197964,53.95,0.26,0.037037037037037,0.0,1.0,1.0,27,100,1.0
0,10,5e-05,0.0,0.2,0.0002131900560532,0.07,1.0,0.0,0.0,1.0,1.0,10,10,0.05
1,10,5e-05,0.0,0.2,0.0002131900560532,0.06,1.0,0.0,0.0,1.0,1.0,10,10,0.05
2,10,5e-05,0.0,0.2,0.0002131900560532,0.05,1.0,0.0,0.0,1.0,1.0,10,10,0.05
3,10,5e-05,0.0,0.2,0.0002131900560532,0.03,0.8,0.0,0.0,1.0,1.0,8,10,0.05
4,10,5e-05,0.0,0.2,0.0002131900560532,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.05
5,10,5e-05,0.0,0.2,0.0002131900560532,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.05
6,10,5e-05,0.0,0.2,0.0002131900560532,0.02,0.8,0.0,0.0,1.0,1.0,8,10,0.05
7,10,5e-05,0.0,0.2,0.0002131900560532,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.05
8,10,5e-05,0.0,0.2,0.0002131900560532,0.03,0.9,0.0,0.0,1.0,1.0,9,10,0.05
9,10,5e-05,0.0,0.2,0.0002131900560532,0.02,1.0,0.0,0.0,1.0,1.0,10,10,0.05
10,10,5e-05,0.0,0.2,0.0002131900560532,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.05
11,10,5e-05,0.0,0.2,0.0002131900560532,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.05
12,10,5e-05,0.0,0.2,0.0002131900560532,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.05
13,10,5e-05,0.0,0.2,0.0002131900560532,0.02,0.8,0.0,0.0,1.0,1.0,8,10,0.05
14,10,5e-05,0.0,0.2,0.0002131900560532,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.05
15,10,5e-05,0.0,0.2,0.0002131900560532,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.05
16,10,5e-05,0.0,0.2,0.0002131900560532,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.05
17,10,5e-05,0.0,0.2,0.0002131900560532,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.05
18,10,5e-05,0.0,0.2,0.0002131900560532,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.05
19,10,5e-05,0.0,0.2,0.0002131900560532,0.03,0.9,0.0,0.0,1.0,1.0,9,10,0.05
0,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
1,20,5e-05,0.0,0.2,0.0002131900560532,0.28,1.0,0.0,0.0,1.0,1.0,20,20,0.05
2,20,5e-05,0.0,0.2,0.0002131900560532,0.29,1.0,0.0,0.0,1.0,1.0,20,20,0.05
3,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
4,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
5,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
6,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
7,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
8,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
9,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
10,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
11,20,5e-05,0.0,0.2,0.0002131900560532,0.31,1.0,0.0,0.0,1.0,1.0,20,20,0.05
12,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
13,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
14,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
15,20,5e-05,0.0,0.2,0.0002131900560532,0.33,1.0,0.0,0.0,1.0,1.0,20,20,0.05
16,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
17,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
18,20,5e-05,0.0,0.2,0.0002131900560532,0.3,1.0,0.0,0.0,1.0,1.0,20,20,0.05
19,20,5e-05,0.0,0.2,0.0002131900560532,0.29,1.0,0.0,0.0,1.0,1.0,20,20,0.05
0,50,5e-05,0.0,0.2,0.0002131900560532,4.76,1.0,0.0,0.0,1.0,1.0,50,50,0.05
1,50,5e-05,0.0,0.2,0.0002131900560532,4.24,1.0,0.0,0.0,1.0,1.0,50,50,0.05
2,50,5e-05,0.0,0.2,0.0002131900560532,4.7,1.0,0.0,0.0,1.0,1.0,50,50,0.05
3,50,5e-05,0.0,0.2,0.0002131900560532,4.57,1.0,0.0,0.0,1.0,1.0,50,50,0.05
4,50,5e-05,0.0,0.2,0.0002131900560532,4.43,1.0,0.0,0.0,1.0,1.0,50,50,0.05
5,50,5e-05,0.0,0.2,0.0002131900560532,4.52,1.0,0.0,0.0,1.0,1.0,50,50,0.05
6,50,5e-05,0.0,0.2,0.0002131900560532,4.76,1.0,0.0,0.0,1.0,1.0,50,50,0.05
7,50,5e-05,0.0,0.2,0.0002131900560532,4.54,1.0,0.0,0.0,1.0,1.0,50,50,0.05
8,50,5e-05,0.0,0.2,0.0002131900560532,4.73,1.0,0.0,0.0,1.0,1.0,50,50,0.05
9,50,5e-05,0.0,0.2,0.0002131900560532,4.65,1.0,0.0,0.0,1.0,1.0,50,50,0.05
10,50,5e-05,0.0,0.2,0.0002131900560532,3.88,0.9,0.0,0.0,1.0,1.0,45,50,0.05
11,50,5e-05,0.0,0.2,0.0002131900560532,4.69,1.0,0.0,0.0,1.0,1.0,50,50,0.05
12,50,5e-05,0.0,0.2,0.0002131900560532,3.59,0.86,0.0,0.0,1.0,1.0,43,50,0.05
13,50,5e-05,0.0,0.2,0.0002131900560532,4.5,1.0,0.0,0.0,1.0,1.0,50,50,0.05
14,50,5e-05,0.0,0.2,0.0002131900560532,4.69,1.0,0.0,0.0,1.0,1.0,50,50,0.05
15,50,5e-05,0.0,0.2,0.0002131900560532,4.13,0.94,0.0,0.0,1.0,1.0,47,50,0.05
16,50,5e-05,0.0,0.2,0.0002131900560532,4.68,1.0,0.0,0.0,1.0,1.0,50,50,0.05
17,50,5e-05,0.0,0.2,0.0002131900560532,4.56,1.0,0.0,0.0,1.0,1.0,50,50,0.05
18,50,5e-05,0.0,0.2,0.0002131900560532,4.69,1.0,0.0,0.0,1.0,1.0,50,50,0.05
19,50,5e-05,0.0,0.2,0.0002131900560532,4.47,1.0,0.0,0.0,1.0,1.0,50,50,0.05
0,100,5e-05,0.0,0.2,0.0002131900560532,56.42,0.89,0.0,0.0,1.0,1.0,89,100,0.05
1,100,5e-05,0.0,0.2,0.0002131900560532,70.8,1.0,0.0,0.0,1.0,1.0,100,100,0.05
2,100,5e-05,0.0,0.2,0.0002131900560532,68.91,1.0,0.0,0.0,1.0,1.0,100,100,0.05
3,100,5e-05,0.0,0.2,0.0002131900560532,70.22,1.0,0.0,0.0,1.0,0.998,100,100,0.05
4,100,5e-05,0.0,0.2,0.0002131900560532,63.79,1.0,0.0,0.0,1.0,1.0,100,100,0.05
5,100,5e-05,0.0,0.2,0.0002131900560532,55.02,1.0,0.0,0.0,1.0,1.0,100,100,0.05
6,100,5e-05,0.0,0.2,0.0002131900560532,66.99,1.0,0.0,0.0,1.0,1.0,100,100,0.05
7,100,5e-05,0.0,0.2,0.0002131900560532,53.59,1.0,0.0,0.0,1.0,0.998,100,100,0.05
8,100,5e-05,0.0,0.2,0.0002131900560532,50.49,1.0,0.0,0.0,1.0,1.0,100,100,0.05
9,100,5e-05,0.0,0.2,0.0002131900560532,46.62,1.0,0.0,0.0,1.0,1.0,100,100,0.05
10,100,5e-05,0.0,0.2,0.0002131900560532,51.41,1.0,0.0,0.0,1.0,1.0,100,100,0.05
11,100,5e-05,0.0,0.2,0.0002131900560532,61.03,1.0,0.0,0.0,1.0,1.0,100,100,0.05
12,100,5e-05,0.0,0.2,0.0002131900560532,58.4,1.0,0.0,0.0,1.0,1.0,100,100,0.05
13,100,5e-05,0.0,0.2,0.0002131900560532,53.67,1.0,0.0,0.0,1.0,1.0,100,100,0.05
14,100,5e-05,0.0,0.2,0.0002131900560532,48.46,1.0,0.0,0.0,1.0,1.0,100,100,0.05
15,100,5e-05,0.0,0.2,0.0002131900560532,69.88,1.0,0.0,0.0,1.0,1.0,100,100,0.05
16,100,5e-05,0.0,0.2,0.0002131900560532,65.35,1.0,0.0,0.0,1.0,1.0,100,100,0.05
17,100,5e-05,0.0,0.2,0.0002131900560532,59.32,0.91,0.0,0.0,1.0,1.0,91,100,0.05
18,100,5e-05,0.0,0.2,0.0002131900560532,73.36,1.0,0.0,0.0,1.0,1.0,100,100,0.05
19,100,5e-05,0.0,0.2,0.0002131900560532,64.55,0.95,0.0,0.0,1.0,1.0,95,100,0.05
0,10,0.0001,0.0,0.2,0.0004247940677551,0.06,1.0,0.0,0.0,1.0,1.0,10,10,0.1
1,10,0.0001,0.0,0.2,0.0004247940677551,0.06,1.0,0.0,0.0,1.0,1.0,10,10,0.1
2,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
3,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
4,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
5,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
6,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
7,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
8,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
9,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
10,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
11,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
12,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
13,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
14,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
15,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
16,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
17,10,0.0001,0.0,0.2,0.0004247940677551,0.03,0.9,0.0,0.0,1.0,1.0,9,10,0.1
18,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
19,10,0.0001,0.0,0.2,0.0004247940677551,0.03,1.0,0.0,0.0,1.0,1.0,10,10,0.1
0,20,0.0001,0.0,0.2,0.0004247940677551,0.32,1.0,0.0,0.0,1.0,1.0,20,20,0.1
1,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
2,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
3,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
4,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
5,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
6,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
7,20,0.0001,0.0,0.2,0.0004247940677551,0.2,0.8,0.0,0.0,1.0,1.0,16,20,0.1
8,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
9,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
10,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
11,20,0.0001,0.0,0.2,0.0004247940677551,0.23,1.0,0.0,0.0,1.0,1.0,20,20,0.1
12,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
13,20,0.0001,0.0,0.2,0.0004247940677551,0.22,0.95,0.0,0.0,1.0,1.0,19,20,0.1
14,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
15,20,0.0001,0.0,0.2,0.0004247940677551,0.26,1.0,0.0,0.0,1.0,1.0,20,20,0.1
16,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
17,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
18,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
19,20,0.0001,0.0,0.2,0.0004247940677551,0.25,1.0,0.0,0.0,1.0,1.0,20,20,0.1
0,50,0.0001,0.0,0.2,0.0004247940677551,4.66,0.84,0.0,0.0,1.0,1.0,42,50,0.1
1,50,0.0001,0.0,0.2,0.0004247940677551,5.94,1.0,0.0,0.0,1.0,1.0,50,50,0.1
2,50,0.0001,0.0,0.2,0.0004247940677551,6.0,1.0,0.0,0.0,1.0,1.0,50,50,0.1
3,50,0.0001,0.0,0.2,0.0004247940677551,6.07,1.0,0.0,0.0,1.0,1.0,50,50,0.1
4,50,0.0001,0.0,0.2,0.0004247940677551,5.62,1.0,0.0,0.0,1.0,1.0,50,50,0.1
5,50,0.0001,0.0,0.2,0.0004247940677551,5.4,0.96,0.0,0.0,1.0,1.0,48,50,0.1
6,50,0.0001,0.0,0.2,0.0004247940677551,5.88,1.0,0.0,0.0,1.0,1.0,50,50,0.1
7,50,0.0001,0.0,0.2,0.0004247940677551,6.08,1.0,0.0,0.0,1.0,1.0,50,50,0.1
8,50,0.0001,0.0,0.2,0.0004247940677551,5.75,1.0,0.0,0.0,1.0,1.0,50,50,0.1
9,50,0.0001,0.0,0.2,0.0004247940677551,5.88,1.0,0.0,0.0,1.0,1.0,50,50,0.1
10,50,0.0001,0.0,0.2,0.0004247940677551,6.04,1.0,0.0,0.0,1.0,1.0,50,50,0.1
11,50,0.0001,0.0,0.2,0.0004247940677551,5.95,1.0,0.0,0.0,1.0,1.0,50,50,0.1
12,50,0.0001,0.0,0.2,0.0004247940677551,5.96,1.0,0.0,0.0,1.0,1.0,50,50,0.1
13,50,0.0001,0.0,0.2,0.0004247940677551,6.03,1.0,0.0,0.0,1.0,1.0,50,50,0.1
14,50,0.0001,0.0,0.2,0.0004247940677551,6.04,1.0,0.0,0.0,1.0,1.0,50,50,0.1
15,50,0.0001,0.0,0.2,0.0004247940677551,5.75,1.0,0.0,0.0,1.0,1.0,50,50,0.1
16,50,0.0001,0.0,0.2,0.0004247940677551,6.04,1.0,0.0,0.0,1.0,1.0,50,50,0.1
17,50,0.0001,0.0,0.2,0.0004247940677551,6.04,1.0,0.0,0.0,1.0,1.0,50,50,0.1
18,50,0.0001,0.0,0.2,0.0004247940677551,6.06,1.0,0.0,0.0,1.0,1.0,50,50,0.1
19,50,0.0001,0.0,0.2,0.0004247940677551,6.07,1.0,0.0,0.0,1.0,1.0,50,50,0.1
0,100,0.0001,0.0,0.2,0.0004247940677551,64.72,1.0,0.0,0.0,1.0,1.0,100,100,0.1
1,100,0.0001,0.0,0.2,0.0004247940677551,65.67,1.0,0.0,0.0,1.0,1.0,100,100,0.1
